CRN,COLLISION_TYPE,COUNTY,IMPACT_POINT_NAME,FULL_VIN,Make,Model,ModelYear
2022032239,Rear-end,Delaware,front bumper,1C4NJDEB6EDA00000,JEEP,Compass,2014
2022032241,Rear-end,Chester,rear bumper,2HKRM4H58EHA00000,HONDA,CR-V,2014
2022032253,Rear-end,Montgomery,rear bumper,19XFC2F5XGEA00000,HONDA,Civic,2016
2022032264,Angle,Montgomery,front quarter panel/side mirror,19XFC1F32KEA00000,HONDA,Civic,2019
2022032302,Rear-end,Philadelphia,front bumper,3FA6P0D96ERA00000,FORD,Fusion,2014
2022032312,Rear-end,Philadelphia,rear bumper,2G1WB5E35C1A00000,CHEVROLET,Impala,2012
2022032313,Sideswipe (same dir.),Philadelphia,front bumper/headlight,WVWMP7AN4CEA00000,VOLKSWAGEN,CC,2012
2022032317,Rear-end,Philadelphia,front bumper,1FADP5BU9FLA00000,FORD,C-Max,2015
2022032349,Angle,Montgomery,front bumper/headlight,2GKALMEK1E6A00000,GMC,Terrain,2014
2022032367,Sideswipe (same dir.),Delaware,front bumper/headlight,4S3BNAB6XK3A00000,SUBARU,Legacy,2019
2022032371,Rear-end,Delaware,rear bumper,1FMCU0GD0KUA00000,FORD,Escape,2019
2022032380,Rear-end,Chester,front bumper,1N4AL3AP4GCA00000,NISSAN,Altima,2016
2022032388,Sideswipe (Opposite dir.),Montgomery,front bumper,JM3KFBCL9H0A00000,MAZDA,CX-5,2017
2022032471,Rear-end,Chester,rear bumper,4S3BMBA69C3A00000,SUBARU,Legacy,2012
2022032497,Angle,Delaware,front quarter panel/side mirror,1C4BJWDG1CLA00000,JEEP,Wrangler,2012
2022032508,Rear-end,Philadelphia,front bumper,99999999999A00000,,,NA
2022032533,Sideswipe (same dir.),Delaware,rear bumper/tail light,JN1BJ1CR0JWA00000,NISSAN,Rogue Sport,2018
2022032562,Rear-end,Montgomery,rear bumper,JM3ER2BM4B0A00000,MAZDA,CX-7,2011
2022032572,Angle,Montgomery,front bumper,3N1AB7AP9HYA00000,NISSAN,Sentra,2017
2022032581,Rear-end,Delaware,front bumper,1HGCR2F36DAA00000,HONDA,Accord,2013
2022032635,Rear-end,Philadelphia,rear bumper,1N4BL4BV7KNA00000,NISSAN,Altima,2019
2022032648,Angle,Montgomery,front bumper,KM8J3CA45HUA00000,HYUNDAI,Tucson,2017
2022032683,Angle,Montgomery,front bumper,1FM5K8GT1KGA00000,FORD,Explorer,2019
2022032691,Sideswipe (same dir.),Chester,rear bumper/tail light,JM1BL1SG3A1A00000,MAZDA,Mazda3,2010
2022032700,Rear-end,Philadelphia,front bumper,3N1AB7AP4HYA00000,NISSAN,Sentra,2017
2022032715,Rear-end,Montgomery,rear bumper,1N4AL3APXECA00000,NISSAN,Altima,2014
2022032719,Rear-end,Philadelphia,rear bumper,3N1AB7AP6JYA00000,NISSAN,Sentra,2018
2022032828,Angle,Delaware,front bumper,1FAHP3FNXAWA00000,FORD,Focus,2010
2022032842,Angle,Philadelphia,rear bumper/tail light,1G1ZD5ST9JFA00000,CHEVROLET,Malibu,2018
2022032844,Rear-end,Philadelphia,rear bumper,1N4AL3AP2ECA00000,NISSAN,Altima,2014
2022032847,Rear-end,Philadelphia,rear bumper,1FMCU9JX0GUA00000,FORD,Escape,2016
2022032847,Rear-end,Philadelphia,rear bumper,1FMCU9JX0GUA00000,TOYOTA,Corolla,2013
2022032847,Rear-end,Philadelphia,front bumper,5YFBU4EE3DPA00000,FORD,Escape,2016
2022032847,Rear-end,Philadelphia,front bumper,5YFBU4EE3DPA00000,TOYOTA,Corolla,2013
2022032849,Sideswipe (same dir.),Philadelphia,rear bumper,19XFB2F50DEA00000,HONDA,Civic,2013
2022032849,Sideswipe (same dir.),Philadelphia,rear bumper,19XFB2F50DEA00000,MAZDA,Mazda5,2015
2022032849,Sideswipe (same dir.),Philadelphia,rear bumper,JM1CW2DL4F0A00000,HONDA,Civic,2013
2022032849,Sideswipe (same dir.),Philadelphia,rear bumper,JM1CW2DL4F0A00000,MAZDA,Mazda5,2015
2022032851,Sideswipe (same dir.),Philadelphia,rear bumper/tail light,2T3DFREV7DWA00000,TOYOTA,RAV4,2013
2022032852,Angle,Philadelphia,front quarter panel/side mirror,JF1GPAA68F8A00000,SUBARU,Impreza,2015
2022032864,Sideswipe (same dir.),Philadelphia,rear bumper/tail light,5TDYK3DC9FSA00000,TOYOTA,Sienna,2015
2022032868,Angle,Philadelphia,rear bumper/tail light,4S3BWAC66L3A00000,SUBARU,Legacy,2020
2022032882,Sideswipe (same dir.),Philadelphia,rear bumper/tail light,2G61N5S31H9A00000,CADILLAC,XTS,2017
2022032882,Sideswipe (same dir.),Philadelphia,rear bumper/tail light,2G61N5S31H9A00000,LINCOLN,MKS,2011
2022032882,Sideswipe (same dir.),Philadelphia,rear bumper/tail light,1LNHL9ER0BGA00000,CADILLAC,XTS,2017
2022032882,Sideswipe (same dir.),Philadelphia,rear bumper/tail light,1LNHL9ER0BGA00000,LINCOLN,MKS,2011
2022032884,Angle,Philadelphia,rear bumper/tail light,4S3GTAD65M3A00000,SUBARU,Impreza,2021
2022032886,Rear-end,Philadelphia,rear bumper,3N1AB7AP3KYA00000,NISSAN,Sentra,2019
2022032892,Hit pedestrian,Philadelphia,front bumper/headlight,1G11H5SA2DUA00000,CHEVROLET,Malibu,2013
2022032893,Rear-end,Philadelphia,rear bumper,4T1BF3EK9AUA00000,TOYOTA,Camry,2010
2022032907,Angle,Philadelphia,front bumper,1N4AL3AP7HCA00000,NISSAN,Altima,2017
2022032911,Rear-end,Philadelphia,rear bumper,3VW2B7AJ0HMA00000,VOLKSWAGEN,Jetta,2017
2022032924,Head-on,Philadelphia,rear bumper,JF2SKADC7LHA00000,SUBARU,Forester,2020
2022032924,Head-on,Philadelphia,rear bumper,JF2SKADC7LHA00000,NISSAN,Versa Note,2014
2022032924,Head-on,Philadelphia,front bumper,3N1CE2CP4ELA00000,SUBARU,Forester,2020
2022032924,Head-on,Philadelphia,front bumper,3N1CE2CP4ELA00000,NISSAN,Versa Note,2014
2022032933,Sideswipe (same dir.),Philadelphia,rear bumper/tail light,3VW4T7AU1FMA00000,VOLKSWAGEN,GTI,2015
2022032934,Angle,Philadelphia,front quarter panel/side mirror,5NPEB4AC8DHA00000,HYUNDAI,Sonata,2013
2022033033,Rear-end,Delaware,front bumper,5YJSA1E40KFA00000,TESLA,Model S,2019
2022033033,Rear-end,Delaware,front bumper,5YJSA1E40KFA00000,HONDA,Civic,2015
2022033033,Rear-end,Delaware,rear bumper,19XFB2F54FEA00000,TESLA,Model S,2019
2022033033,Rear-end,Delaware,rear bumper,19XFB2F54FEA00000,HONDA,Civic,2015
2022033038,Rear-end,Montgomery,front bumper,3N1AB7AP5FLA00000,NISSAN,Sentra,2015
2022033080,Rear-end,Delaware,rear bumper,2G1115SL6E9A00000,CHEVROLET,Impala,2014
2022033080,Rear-end,Delaware,rear bumper,2G1115SL6E9A00000,SUBARU,Crosstrek,2017
2022033080,Rear-end,Delaware,front bumper,JF2GPABC7HHA00000,CHEVROLET,Impala,2014
2022033080,Rear-end,Delaware,front bumper,JF2GPABC7HHA00000,SUBARU,Crosstrek,2017
2022033133,Rear-end,Montgomery,rear bumper,1GYS4KKJ6GRA00000,CADILLAC,Escalade,2016
2022033136,Angle,Philadelphia,front bumper,5NPD84LF3KHA00000,HYUNDAI,Elantra,2019
2022033149,Angle,Chester,front bumper,3N1AB7AP1JYA00000,NISSAN,Sentra,2018
2022033151,Rear-end,Philadelphia,rear bumper,1G1ZB5ST5GFA00000,CHEVROLET,Malibu,2016
2022033157,Sideswipe (same dir.),Philadelphia,rear bumper/tail light,5XXGN4A78FGA00000,KIA,Optima,2015
2022033216,Rear-end,Montgomery,front bumper,JN8AT2MV3LWA00000,NISSAN,Rogue,2020
2022033216,Rear-end,Montgomery,front bumper,JN8AT2MV3LWA00000,CHEVROLET,Suburban,2017
2022033216,Rear-end,Montgomery,rear bumper,1GNSKHKC8HRA00000,NISSAN,Rogue,2020
2022033216,Rear-end,Montgomery,rear bumper,1GNSKHKC8HRA00000,CHEVROLET,Suburban,2017
2022033220,Hit fixed object,Montgomery,front quarter panel/side mirror,1GNKRHKDXFJA00000,CHEVROLET,Traverse,2015
2022033254,Angle,Montgomery,front quarter panel/side mirror,JN8AF5MVXETA00000,NISSAN,Juke,2014
2022033272,Sideswipe (Opposite dir.),Montgomery,front bumper,1C6RR7TT0DSA00000,RAM,1500,2013
2022033276,Angle,Delaware,front bumper/headlight,3N1AB7AP5GLA00000,NISSAN,Sentra,2016
2022033294,Hit fixed object,Delaware,front bumper,2HGFC2F51JHA00000,HONDA,Civic,2018
2022033314,Angle,Delaware,front bumper,19UUA9F56AAA00000,ACURA,TL,2010
2022033455,Rear-end,Montgomery,rear bumper,1C3CDFBBXFDA00000,DODGE,Dart,2015
2022033455,Rear-end,Montgomery,rear bumper,1C3CDFBBXFDA00000,HONDA,Accord,2017
2022033455,Rear-end,Montgomery,rear bumper,1HGCR2F30HAA00000,DODGE,Dart,2015
2022033455,Rear-end,Montgomery,rear bumper,1HGCR2F30HAA00000,HONDA,Accord,2017
2022033473,Sideswipe (same dir.),Montgomery,front bumper/headlight,1HGCR2F1XHAA00000,HONDA,Accord,2017
2022033495,Rear-end,Montgomery,front bumper,2C4RC1CG7GRA00000,CHRYSLER,Town and Country,2016
2022033519,Rear-end,Montgomery,rear bumper,1GKS2HKJXGRA00000,GMC,Yukon XL,2016
2022033524,Rear-end,Montgomery,rear bumper,3FA6P0H96GRA00000,FORD,Fusion,2016
2022033569,Rear-end,Delaware,rear bumper,1YVHZ8CH0B5A00000,MAZDA,Mazda6,2011
2022033607,Sideswipe (same dir.),Delaware,front bumper/headlight,1FAHP2MT3JGA00000,FORD,Taurus,2018
2022033618,Angle,Chester,front bumper/headlight,3C4PDDAG9GTA00000,DODGE,Journey,2016
2022033634,Angle,Chester,front bumper/headlight,4T1BD1FK5FUA00000,TOYOTA,Camry,2015
2022033634,Angle,Chester,front bumper/headlight,4T1BD1FK5FUA00000,TOYOTA,Prius C,2012
2022033634,Angle,Chester,front quarter panel/side mirror,JTDKDTB34C1A00000,TOYOTA,Camry,2015
2022033634,Angle,Chester,front quarter panel/side mirror,JTDKDTB34C1A00000,TOYOTA,Prius C,2012
2022033649,Rear-end,Montgomery,rear bumper,2FMPK4AP0JBA00000,FORD,Edge,2018
2022033672,Angle,Montgomery,front bumper,2G11Y5SL4E9A00000,CHEVROLET,Impala,2014
2022033728,Sideswipe (same dir.),Philadelphia,front bumper,WBA73BJ05NWA00000,BMW,540i,2022
2022033735,Rear-end,Montgomery,rear bumper,2C3CDXHG2KHA00000,DODGE,Charger,2019
2022033754,Angle,Montgomery,front bumper/headlight,2C4RDGBG5ERA00000,DODGE,Grand Caravan,2014
2022033754,Angle,Montgomery,front bumper/headlight,2C4RDGBG5ERA00000,VOLKSWAGEN,Atlas 4Motion,2022
2022033754,Angle,Montgomery,front bumper/headlight,1V2KR2CA9NCA00000,DODGE,Grand Caravan,2014
2022033754,Angle,Montgomery,front bumper/headlight,1V2KR2CA9NCA00000,VOLKSWAGEN,Atlas 4Motion,2022
2022033853,Angle,Montgomery,front bumper/headlight,5N1AT2MV4ECA00000,NISSAN,Rogue,2014
2022033853,Angle,Montgomery,front bumper/headlight,5N1AT2MV4ECA00000,MITSUBISHI,Outlander Sport,2019
2022033853,Angle,Montgomery,front bumper,JA4AP3AU1KUA00000,NISSAN,Rogue,2014
2022033853,Angle,Montgomery,front bumper,JA4AP3AU1KUA00000,MITSUBISHI,Outlander Sport,2019
2022033883,Sideswipe (same dir.),Philadelphia,rear bumper/tail light,3VWDP7AJ9CMA00000,VOLKSWAGEN,Jetta,2012
2022033895,Angle,Montgomery,front bumper/headlight,5N1DR2MM7JCA00000,NISSAN,Pathfinder,2018
2022033917,Hit pedestrian,Chester,front bumper,2T1BU4EE5BCA00000,TOYOTA,Corolla,2011
2022033945,Angle,Montgomery,front bumper/headlight,NMTKHMBX3JRA00000,TOYOTA,C-HR,2018
2022033963,Rear-end,Montgomery,rear bumper,2HKRW2H80KHA00000,HONDA,CR-V,2019
2022034039,Rear-end,Delaware,rear bumper,2T1BPRHE8GCA00000,TOYOTA,Corolla,2016
2022034147,Angle,Montgomery,front quarter panel/side mirror,4S4BSADC6F3A00000,SUBARU,Outback,2015
2022034148,Rear-end,Montgomery,rear bumper,1HGCR3F88FAA00000,HONDA,Accord,2015
2022034167,Angle,Montgomery,front bumper/headlight,1FTBW2CG7GKA00000,FORD,Transit,2016
2022034188,Angle,Montgomery,front bumper/headlight,JTKKU4B41B1A00000,TOYOTA,Scion xD,2011
2022034190,Rear-end,Philadelphia,rear bumper,3FA6P0RU9KRA00000,FORD,Fusion,2019
2022034253,Angle,Montgomery,front bumper,1N4AA6AP1HCA00000,NISSAN,Maxima,2017
2022034274,Sideswipe (same dir.),Montgomery,front bumper/headlight,4T1BF1FKXHUA00000,TOYOTA,Camry,2017
2022034329,Rear-end,Delaware,front bumper,3N1AB7AP4KYA00000,NISSAN,Sentra,2019
2022034358,Angle,Delaware,front quarter panel/side mirror,5N1AZ2MH7HNA00000,NISSAN,Murano,2017
2022034415,Angle,Montgomery,front bumper,7JRA22TL0KGA00000,VOLVO,S60,2019
2022034447,Sideswipe (same dir.),Delaware,rear bumper/tail light,1G1ZD5STXLFA00000,CHEVROLET,Malibu,2020
2022034497,Hit fixed object,Philadelphia,front quarter panel/side mirror,2HGFB6E50FHA00000,HONDA,Civic,2015
2022034513,Other,Chester,front bumper/headlight,1HGCP3F81AAA00000,HONDA,Accord,2010
2022034556,Hit fixed object,Montgomery,front bumper/headlight,5NPDH4AE3DHA00000,HYUNDAI,Elantra,2013
2022034697,Rear-end,Montgomery,rear bumper,2T1BU4EE8ACA00000,TOYOTA,Corolla,2010
2022034697,Rear-end,Montgomery,rear bumper,2T1BU4EE8ACA00000,FORD,Edge,2020
2022034697,Rear-end,Montgomery,rear bumper,2FMPK4AP4LBA00000,TOYOTA,Corolla,2010
2022034697,Rear-end,Montgomery,rear bumper,2FMPK4AP4LBA00000,FORD,Edge,2020
2022034787,Rear-end,Delaware,rear bumper,2HGFC2F63LHA00000,HONDA,Civic,2020
2022034857,Backing,Montgomery,rear bumper/tail light,JN8AZ2KR4BTA00000,NISSAN,Cube,2011
2022034902,Angle,Montgomery,front bumper/headlight,2HGFC2F62LHA00000,HONDA,Civic,2020
2022034916,Rear-end,Philadelphia,rear bumper,3N1AB8CV1NYA00000,NISSAN,Sentra,2022
2022034956,Hit fixed object,Montgomery,front bumper/headlight,1GKS2CKJ1HRA00000,GMC,Yukon,2017
2022034963,Sideswipe (Opposite dir.),Chester,front bumper,3VW1K7AJ2DMA00000,VOLKSWAGEN,Jetta,2013
2022034970,Sideswipe (same dir.),Delaware,front quarter panel/side mirror,5XXG34J27NGA00000,KIA,K5,2022
2022034997,Angle,Delaware,front bumper,WDDZF6EB5JAA00000,MERCEDES-BENZ,E-Class,2018
2022035030,Rear-end,Delaware,rear bumper,1HGCV2F53JAA00000,HONDA,Accord,2018
2022035092,Angle,Montgomery,front bumper,1G11H5SAXDFA00000,CHEVROLET,Malibu,2013
2022035142,Rear-end,Delaware,rear bumper,1C4HJXFG0MWA00000,JEEP,Wrangler,2021
2022035142,Rear-end,Delaware,rear bumper,1C4HJXFG0MWA00000,HYUNDAI,Sonata,2013
2022035142,Rear-end,Delaware,rear bumper,5NPEC4AC8DHA00000,JEEP,Wrangler,2021
2022035142,Rear-end,Delaware,rear bumper,5NPEC4AC8DHA00000,HYUNDAI,Sonata,2013
2022035188,Head-on,Delaware,front quarter panel/side mirror,1GNKVFKD1GJA00000,CHEVROLET,Traverse,2016
2022035244,Rear-end,Delaware,rear bumper,5FNYF6H96GBA00000,HONDA,Pilot,2016
2022035260,Angle,Chester,front quarter panel/side mirror,1FTFW1RG5LFA00000,FORD,F-150,2020
2022035321,Hit fixed object,Delaware,front bumper,1G1BE5SM5J7A00000,CHEVROLET,Cruze,2018
2022035339,Rear-end,Delaware,rear bumper,3FAHP0HG9BRA00000,FORD,Fusion,2011
2022035424,Rear-end,Montgomery,rear bumper/tail light,3FA6P0HD1GRA00000,FORD,Fusion,2016
2022035436,Rear-end,Chester,rear bumper,1HGCP2F6XBAA00000,HONDA,Accord,2011
2022035496,Rear-end,Chester,rear bumper/tail light,1G1ZD5ST4MFA00000,CHEVROLET,Malibu,2021
2022035503,Rear-end,Philadelphia,rear bumper,1HGCV1F40MAA00000,HONDA,Accord,2021
2022035530,Rear-end,Delaware,rear bumper,4T1B11HK9KUA00000,TOYOTA,Camry,2019
2022035586,Angle,Montgomery,front quarter panel/side mirror,4T1BF1FK0CUA00000,TOYOTA,Camry,2012
2022035647,Rear-end,Montgomery,rear bumper,2T2BGMCA0JCA00000,LEXUS,RX,2018
2022035650,Sideswipe (same dir.),Philadelphia,front bumper,2HGFC2F59HHA00000,HONDA,Civic,2017
2022035654,Sideswipe (same dir.),Montgomery,rear bumper,1HGCP3F82BAA00000,HONDA,Accord,2011
2022035654,Sideswipe (same dir.),Montgomery,rear bumper,1HGCP3F82BAA00000,MAZDA,Mazda6,2010
2022035654,Sideswipe (same dir.),Montgomery,front quarter panel/side mirror,1YVHZ8CBXA5A00000,HONDA,Accord,2011
2022035654,Sideswipe (same dir.),Montgomery,front quarter panel/side mirror,1YVHZ8CBXA5A00000,MAZDA,Mazda6,2010
2022035656,Angle,Montgomery,rear bumper/tail light,3CZRU6H57GMA00000,HONDA,HR-V,2016
2022035656,Angle,Montgomery,rear bumper/tail light,3CZRU6H57GMA00000,SUBARU,Forester,2015
2022035656,Angle,Montgomery,front bumper/headlight,JF2SJADC5FHA00000,HONDA,HR-V,2016
2022035656,Angle,Montgomery,front bumper/headlight,JF2SJADC5FHA00000,SUBARU,Forester,2015
2022035667,Rear-end,Delaware,rear bumper,KMHGC4DF5BUA00000,HYUNDAI,Genesis,2011
2022035680,Rear-end,Delaware,rear bumper,JTHBW1GG8H2A00000,LEXUS,ES,2017
2022035705,Rear-end,Montgomery,front bumper,JTMDJREV9GDA00000,TOYOTA,RAV4,2016
2022035710,Angle,Montgomery,front bumper/headlight,KMHDH4AH1EUA00000,HYUNDAI,Elantra,2014
2022035710,Angle,Montgomery,front bumper/headlight,KMHDH4AH1EUA00000,FIAT,500,2018
2022035710,Angle,Montgomery,front bumper/headlight,3C3CFFKH5JTA00000,HYUNDAI,Elantra,2014
2022035710,Angle,Montgomery,front bumper/headlight,3C3CFFKH5JTA00000,FIAT,500,2018
2022035715,Rear-end,Chester,rear bumper,4S3GTAD63L3A00000,SUBARU,Impreza,2020
2022035715,Rear-end,Chester,rear bumper,4S3GTAD63L3A00000,FORD,Flex,2011
2022035715,Rear-end,Chester,front bumper,2FMHK6DC3BBA00000,SUBARU,Impreza,2020
2022035715,Rear-end,Chester,front bumper,2FMHK6DC3BBA00000,FORD,Flex,2011
2022035744,Rear-end,Montgomery,front bumper/headlight,KMHD35LE2DUA00000,HYUNDAI,Elantra,2013
2022035758,Sideswipe (same dir.),Philadelphia,front quarter panel/side mirror,WDDLJ9BB8EAA00000,MERCEDES-BENZ,CLS-Class,2014
2022035807,Rear-end,Philadelphia,rear bumper,2G61M5S34K9A00000,CADILLAC,XTS,2019
2022035859,Angle,Chester,front bumper/headlight,19XFC2F52HEA00000,HONDA,Civic,2017
2022035889,Rear-end,Montgomery,rear bumper,JN8AZ2NE0L9A00000,INFINITI,QX80,2020
2022035915,Rear-end,Montgomery,rear bumper,5J6RE4H76ALA00000,HONDA,CR-V,2010
2022035925,Angle,Chester,front bumper,1HGCR2F8XFAA00000,HONDA,Accord,2015
2022035946,Hit fixed object,Chester,front bumper,4S3BMBK61E3A00000,SUBARU,Legacy,2014
2022035966,Angle,Delaware,front quarter panel/side mirror,1N4AL2AP3BNA00000,NISSAN,Altima,2011
2022035988,Angle,Montgomery,front quarter panel/side mirror,1G1ZD5ST0NFA00000,CHEVROLET,Malibu,2022
2022036120,Rear-end,Delaware,rear bumper,3N1CP5CU7KLA00000,NISSAN,Kicks,2019
2022036166,Rear-end,Montgomery,rear bumper/tail light,SHHFK7H41JUA00000,HONDA,Civic,2018
2022036237,Angle,Montgomery,front bumper/headlight,2T3RFREV6JWA00000,TOYOTA,RAV4,2018
2022036252,Sideswipe (same dir.),Delaware,rear bumper/tail light,3CZRU6H31JGA00000,HONDA,HR-V,2018
2022036286,Rear-end,Philadelphia,front bumper,JN1EV7AR9GMA00000,INFINITI,Q50,2016
2022036356,Rear-end,Chester,rear bumper,19XFB2F80EEA00000,HONDA,Civic,2014
2022036391,Angle,Delaware,front bumper/headlight,JN1BY1AR9CMA00000,INFINITI,M37,2012
2022036434,Angle,Delaware,front quarter panel/side mirror,JN8AT2MV3HWA00000,NISSAN,Rogue,2017
2022036471,Sideswipe (same dir.),Chester,front bumper/headlight,2C3CCAKG5GHA00000,CHRYSLER,300,2016
2022036557,Sideswipe (same dir.),Philadelphia,front bumper/headlight,5NPEB4AC5DHA00000,HYUNDAI,Sonata,2013
2022036621,Rear-end,Montgomery,rear bumper,3N1AB8CV5MYA00000,NISSAN,Sentra,2021
2022036643,Angle,Delaware,front quarter panel/side mirror,1C3CDWDA8CDA00000,DODGE,Caliber,2012
2022036643,Angle,Delaware,front quarter panel/side mirror,1C3CDWDA8CDA00000,HYUNDAI,Elantra,2017
2022036643,Angle,Delaware,front quarter panel/side mirror,5NPD74LF3HHA00000,DODGE,Caliber,2012
2022036643,Angle,Delaware,front quarter panel/side mirror,5NPD74LF3HHA00000,HYUNDAI,Elantra,2017
2022036648,Angle,Delaware,front bumper,5NPDH4AE2EHA00000,HYUNDAI,Elantra,2014
2022036655,Angle,Delaware,front bumper,1HGCR2F39GAA00000,HONDA,Accord,2016
2022036685,Rear-end,Chester,rear bumper,5J6RM4H76DLA00000,HONDA,CR-V,2013
2022036793,Head-on,Montgomery,front bumper,3VV2B7AX7KMA00000,VOLKSWAGEN,Tiguan,2019
2022036797,Rear-end,Chester,rear bumper,5NPEB4AC9BHA00000,HYUNDAI,Sonata,2011
2022036797,Rear-end,Chester,rear bumper,5NPEB4AC9BHA00000,DODGE,Journey,2018
2022036797,Rear-end,Chester,rear bumper,3C4PDCAB6JTA00000,HYUNDAI,Sonata,2011
2022036797,Rear-end,Chester,rear bumper,3C4PDCAB6JTA00000,DODGE,Journey,2018
2022036829,Rear-end,Chester,rear bumper,WBA8K3C54HKA00000,BMW,330i,2017
2022036894,Rear-end,Delaware,rear bumper,1C4PJLDBXKDA00000,JEEP,Cherokee,2019
2022036894,Rear-end,Delaware,rear bumper,1C4PJLDBXKDA00000,TOYOTA,Camry,2017
2022036894,Rear-end,Delaware,front bumper,4T1BF1FK4HUA00000,JEEP,Cherokee,2019
2022036894,Rear-end,Delaware,front bumper,4T1BF1FK4HUA00000,TOYOTA,Camry,2017
2022036940,Rear-end,Chester,rear bumper,4S3GTAA61H3A00000,SUBARU,Impreza,2017
2022037090,Rear-end,Philadelphia,rear bumper,3FA6P0H70HRA00000,FORD,Fusion,2017
2022037091,Rear-end,Philadelphia,front bumper,3GYFNGE39CSA00000,CADILLAC,SRX,2012
2022037091,Rear-end,Philadelphia,front bumper,3GYFNGE39CSA00000,JEEP,Cherokee,2017
2022037091,Rear-end,Philadelphia,front bumper,1C4PJMBS0HWA00000,CADILLAC,SRX,2012
2022037091,Rear-end,Philadelphia,front bumper,1C4PJMBS0HWA00000,JEEP,Cherokee,2017
2022037155,Rear-end,Delaware,rear bumper,1FTFX1EF1DFA00000,FORD,F-150,2013
2022037248,Rear-end,Chester,front bumper,1G1BE5SM5H7A00000,CHEVROLET,Cruze,2017
2022037292,Hit pedestrian,Philadelphia,front quarter panel/side mirror,1FMCU9GX5GUA00000,FORD,Escape,2016
2022037302,Rear-end,Montgomery,rear bumper,YV4102RKXM1A00000,VOLVO,XC60,2021
2022037457,Rear-end,Philadelphia,rear bumper,1GKKNULS9MZA00000,GMC,Acadia,2021
2022037459,Rear-end,Philadelphia,rear bumper,3N1CN7AP2GLA00000,NISSAN,Versa,2016
2022037471,Rear-end,Philadelphia,rear bumper,4T1BF1FK8DUA00000,TOYOTA,Camry,2013
2022037478,Rear-end,Chester,rear bumper,JM1GJ1W57F1A00000,MAZDA,Mazda6,2015
2022037498,Hit fixed object,Delaware,front bumper,KMHL34JJ7NAA00000,HYUNDAI,Sonata,2022
2022037685,Hit fixed object,Delaware,front bumper,1HGCV1F17KAA00000,HONDA,Accord,2019
2022037691,Rear-end,Chester,rear bumper,WDDLJ6HB0GAA00000,MERCEDES-BENZ,CLS-Class,2016
2022037707,Rear-end,Philadelphia,front bumper,5FNYF6H68GBA00000,HONDA,Pilot,2016
2022037773,Rear-end,Montgomery,front bumper,5NPEC4AC5DHA00000,HYUNDAI,Sonata,2013
2022037857,Rear-end,Montgomery,front bumper,JF2SJAEC3HHA00000,SUBARU,Forester,2017
2022037899,Angle,Montgomery,front bumper/headlight,58ABK1GG4GUA00000,LEXUS,ES,2016
2022037962,Rear-end,Chester,rear bumper,1HGCR2F33DAA00000,HONDA,Accord,2013
2022037974,Rear-end,Montgomery,rear bumper,4T1G11AKXLUA00000,TOYOTA,Camry,2020
2022038030,Hit fixed object,Chester,front bumper,2C3CDZFJXMHA00000,DODGE,Challenger,2021
2022038042,Angle,Chester,front quarter panel/side mirror,4T1G11AK1MUA00000,TOYOTA,Camry,2021
2022038043,Head-on,Delaware,rear bumper/tail light,2HKRM4H51FHA00000,HONDA,CR-V,2015
2022038047,Angle,Delaware,rear bumper,4S4BRBLC1B3A00000,SUBARU,Outback,2011
2022038058,Rear-end,Delaware,front bumper,KNAFU4A2XA5A00000,KIA,Forte,2010
2022038070,Sideswipe (same dir.),Chester,rear bumper/tail light,1FAHP3F20CLA00000,FORD,Focus,2012
2022038071,Angle,Delaware,front bumper,KMHD35LE3DUA00000,HYUNDAI,Elantra,2013
2022038071,Angle,Delaware,front bumper,KMHD35LE3DUA00000,KIA,Forte,2021
2022038071,Angle,Delaware,rear bumper,3KPF44AC7MEA00000,HYUNDAI,Elantra,2013
2022038071,Angle,Delaware,rear bumper,3KPF44AC7MEA00000,KIA,Forte,2021
2022038121,Rear-end,Delaware,front bumper,3C6TR5HT5DGA00000,RAM,2500,2013
2022038122,Angle,Montgomery,front bumper/headlight,5J6RE4H76ALA00000,HONDA,CR-V,2010
2022038129,Sideswipe (same dir.),Philadelphia,rear bumper/tail light,1N4AA6AP0GCA00000,NISSAN,Maxima,2016
